Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Which term matches this description: ""the group of organs that break down food into nutrients the body can absorb and use""?",the human circulatory system,proteins,the lungs,the human digestive system,D,The description matches the human digestive system: the group of organs that break down food into nutrients the body can absorb and use,Science,Human Body
What is the atomic number of Copper?,24,26,27,29,D,Copper has the atomic number 29.,Science,Periodic Table
What is the chemical formula for Hydrogen peroxide?,KOH,ZnO,O2,H2O2,D,The chemical formula for Hydrogen peroxide is H2O2.,Science,Compounds
What is a scalar quantity?,"a physical quantity that has magnitude only, with no direction, such as speed or mass","the number of wave cycles that occur per unit of time, measured in hertz","a nuclear reaction in which a heavy atomic nucleus splits into smaller nuclei, releasing energy",the buildup of electric charge on the surface of an object,A,"a scalar quantity is: a physical quantity that has magnitude only, with no direction, such as speed or mass",Science,Physics
What is a neutron?,a neutral (uncharged) subatomic particle found in the nucleus of an atom,the rate of change of velocity of an object over time,the distance between successive crests of a wave,"energy derived from sources that are naturally replenished, such as solar, wind, and hydro power",A,a neutron is: a neutral (uncharged) subatomic particle found in the nucleus of an atom,Science,Physics/Chemistry
What is nuclear fusion?,an instrument used to measure temperature,an instrument used to measure and record the intensity of earthquakes,"a nuclear reaction in which light atomic nuclei combine to form a heavier nucleus, releasing energy","an electrical circuit in which components are connected end-to-end, so current flows through one path",C,"nuclear fusion is: a nuclear reaction in which light atomic nuclei combine to form a heavier nucleus, releasing energy",Science,Physics
"Fill in the blank: ______ refers to ""the principle stating that mass is neither created nor destroyed in a chemical reaction"".",a solution in chemistry,the law of conservation of mass,an ionic bond,an isotope,B,the law of conservation of mass refers to: the principle stating that mass is neither created nor destroyed in a chemical reaction,Science,Chemistry
What is the chemical formula for Water?,CuSO4,NaOH,CO,H2O,D,The chemical formula for Water is H2O.,Science,Compounds
"Which term matches this description: ""a reddish-brown compound formed when iron reacts with oxygen and moisture over time""?",a covalent bond,a base (alkali),rust,a mixture in chemistry,C,The description matches rust: a reddish-brown compound formed when iron reacts with oxygen and moisture over time,Science,Chemistry
What is an ammeter?,"a type of electromagnetic radiation with wavelengths shorter than visible light, which can cause sunburn","the flow of electric charge, usually carried by electrons through a conductor",the process by which a solid changes directly into a gas without passing through the liquid state,an instrument used to measure electric current,D,an ammeter is: an instrument used to measure electric current,Science,Physics
What is momentum?,"a physical quantity that has magnitude only, with no direction, such as speed or mass",the product of an object's mass and velocity,"a type of electromagnetic radiation with wavelengths longer than visible light, often felt as heat","an electrical circuit in which components are connected across common points, providing multiple current paths",B,momentum is: the product of an object's mass and velocity,Science,Physics
"Which term matches this description: ""the rate of change of an object's position with respect to time, in a specified direction""?",potential energy,ultraviolet (UV) radiation,velocity,freezing point,C,"The description matches velocity: the rate of change of an object's position with respect to time, in a specified direction",Science,Physics
What is the atomic number of Uranium?,94,90,92,93,C,Uranium has the atomic number 92.,Science,Periodic Table
Which element has the chemical symbol 'Zn'?,Chlorine,Vanadium,Rubidium,Zinc,D,The element with symbol Zn is Zinc.,Science,Periodic Table
What is the chemical symbol for Cerium?,Cr,Kr,Rn,Ce,D,The chemical symbol for Cerium is Ce.,Science,Periodic Table
"Which term matches this description: ""a state of reduced activity that certain animals enter during winter to conserve energy""?",a virus,an ecosystem,a producer in an ecosystem,hibernation,D,The description matches hibernation: a state of reduced activity that certain animals enter during winter to conserve energy,Science,Biology
Which statement correctly describes a species?,a linear sequence showing how energy and nutrients pass from one organism to another,a trait that helps an organism survive and reproduce in its environment,animals that feed exclusively on plants,a group of organisms that can interbreed and produce fertile offspring,D,"By definition, a species is: a group of organisms that can interbreed and produce fertile offspring",Science,Biology
Which element has atomic number 48?,Cadmium,Technetium,Calcium,Mercury,A,The element with atomic number 48 is Cadmium.,Science,Periodic Table
What is a circuit?,"a device that transfers electrical energy between circuits, typically changing voltage levels",a closed path through which electric current flows,the time required for half the atoms in a radioactive sample to decay,"the number of wave cycles that occur per unit of time, measured in hertz",B,a circuit is: a closed path through which electric current flows,Science,Physics
"Which term matches this description: ""an organism that breaks down dead organic matter, recycling nutrients back into the ecosystem""?",carnivores,an exoskeleton,symbiosis,a decomposer,D,"The description matches a decomposer: an organism that breaks down dead organic matter, recycling nutrients back into the ecosystem",Science,Biology
What is the periodic table?,the formation of a solid from a solution during a chemical reaction,a process used to separate components of a liquid mixture based on differences in boiling points,a substance that speeds up a chemical reaction without being consumed in the process,a tabular arrangement of chemical elements organised by atomic number and properties,D,the periodic table is: a tabular arrangement of chemical elements organised by atomic number and properties,Science,Chemistry
"Fill in the blank: ______ refers to ""the natural environment in which an organism lives"".",a gene,invertebrates,a habitat,diffusion,C,a habitat refers to: the natural environment in which an organism lives,Science,Biology
What is an ecosystem?,"a biological process where an animal undergoes significant physical transformation, such as a caterpillar becoming a butterfly",the organelle that contains the cell's genetic material (DNA) and controls its activities,a community of living organisms interacting with each other and their physical environment,"an organism that breaks down dead organic matter, recycling nutrients back into the ecosystem",C,an ecosystem is: a community of living organisms interacting with each other and their physical environment,Science,Biology
"Which term matches this description: ""a nerve cell that transmits electrical and chemical signals in the nervous system""?",the human circulatory system,red blood cells,a food pyramid,a neuron,D,The description matches a neuron: a nerve cell that transmits electrical and chemical signals in the nervous system,Science,Human Body
Which element has the chemical symbol 'Pd'?,Palladium,Potassium,Bismuth,Phosphorus,A,The element with symbol Pd is Palladium.,Science,Periodic Table
Which element has the chemical symbol 'Rb'?,Iodine,Rubidium,Zinc,Palladium,B,The element with symbol Rb is Rubidium.,Science,Periodic Table
Which statement correctly describes sublimation?,"the rate of change of an object's position with respect to time, in a specified direction",a closed path through which electric current flows,an instrument used to measure temperature,the process by which a solid changes directly into a gas without passing through the liquid state,D,"By definition, sublimation is: the process by which a solid changes directly into a gas without passing through the liquid state",Science,Physics
Which element has the chemical symbol 'Ar'?,Radon,Argon,Potassium,Palladium,B,The element with symbol Ar is Argon.,Science,Periodic Table
What is gravity?,a force that attracts two bodies with mass toward each other,"the process by which a liquid changes into a gas at its surface, below boiling point",the temperature at which a liquid turns into a gas,an instrument used to view objects too small to be seen with the naked eye,A,gravity is: a force that attracts two bodies with mass toward each other,Science,Physics
What is the chemical symbol for Xenon?,Sn,C,Li,Xe,D,The chemical symbol for Xenon is Xe.,Science,Periodic Table
What is half-life?,"a property that opposes the flow of electric current, measured in ohms",the time required for half the atoms in a radioactive sample to decay,a simple machine consisting of a wheel and rope used to lift heavy loads,the law stating that voltage equals current multiplied by resistance (V = IR),B,half-life is: the time required for half the atoms in a radioactive sample to decay,Science,Physics
Which element has the chemical symbol 'Zr'?,Zirconium,Cobalt,Copper,Chromium,A,The element with symbol Zr is Zirconium.,Science,Periodic Table
"Fill in the blank: ______ refers to ""organs that filter waste products from the blood and regulate fluid balance, producing urine"".",a balanced diet,the kidneys,white blood cells,calcium's role in the body,B,"the kidneys refers to: organs that filter waste products from the blood and regulate fluid balance, producing urine",Science,Human Body
"Fill in the blank: ______ refers to ""the scientist who developed the first successful smallpox vaccine"".",Gregor Mendel,Edward Jenner,vaccination,Antonie van Leeuwenhoek,B,Edward Jenner refers to: the scientist who developed the first successful smallpox vaccine,Science,Discoveries
"Which term matches this description: ""animals that do not possess a backbone, such as insects and worms""?",diffusion,a virus,omnivores,invertebrates,D,"The description matches invertebrates: animals that do not possess a backbone, such as insects and worms",Science,Biology
What is a wavelength?,the energy possessed by an object due to its motion,a measure of mass per unit volume of a substance,the distance between successive crests of a wave,"an electrical circuit in which components are connected end-to-end, so current flows through one path",C,a wavelength is: the distance between successive crests of a wave,Science,Physics
Which element has atomic number 56?,Zinc,Carbon,Ruthenium,Barium,D,The element with atomic number 56 is Barium.,Science,Periodic Table
What is Alexander Fleming?,the theory establishing that many diseases are caused by microorganisms,the scientist who developed the first successful smallpox vaccine,"the scientist who discovered penicillin in 1928, revolutionising the treatment of bacterial infections",a medical process that stimulates the immune system to protect against a specific infectious disease,C,"Alexander Fleming is: the scientist who discovered penicillin in 1928, revolutionising the treatment of bacterial infections",Science,Discoveries
"Fill in the blank: ______ refers to ""a medical process that stimulates the immune system to protect against a specific infectious disease"".",Alexander Fleming,Louis Pasteur's germ theory,vaccination,Antonie van Leeuwenhoek,C,vaccination refers to: a medical process that stimulates the immune system to protect against a specific infectious disease,Science,Discoveries
Which element has the chemical symbol 'O'?,Yttrium,Oxygen,Iodine,Lanthanum,B,The element with symbol O is Oxygen.,Science,Periodic Table
"Fill in the blank: ______ refers to ""a technique used to separate the components of a mixture based on their movement through a medium"".",a mixture in chemistry,chromatography,the law of conservation of mass,a solute,B,chromatography refers to: a technique used to separate the components of a mixture based on their movement through a medium,Science,Chemistry
"Fill in the blank: ______ refers to ""the large-scale removal of forests, often for agriculture or urban development"".",renewable energy,acid rain,air pollution,deforestation,D,"deforestation refers to: the large-scale removal of forests, often for agriculture or urban development",Science,Environment
What is adaptation?,"animals that do not possess a backbone, such as insects and worms",a community of living organisms interacting with each other and their physical environment,"the transfer of pollen from the male part of a flower to the female part, enabling fertilisation",a trait that helps an organism survive and reproduce in its environment,D,adaptation is: a trait that helps an organism survive and reproduce in its environment,Science,Biology
"Fill in the blank: ______ refers to ""the system consisting of the heart and blood vessels that transports blood throughout the body"".",the human circulatory system,muscles,a balanced diet,the liver,A,the human circulatory system refers to: the system consisting of the heart and blood vessels that transports blood throughout the body,Science,Human Body
Which statement correctly describes nuclear fusion?,the transfer of energy that occurs when a force moves an object over a distance,"a physical phenomenon produced by the motion of electric charge, resulting in attractive and repulsive forces","the full range of electromagnetic radiation, from radio waves to gamma rays","a nuclear reaction in which light atomic nuclei combine to form a heavier nucleus, releasing energy",D,"By definition, nuclear fusion is: a nuclear reaction in which light atomic nuclei combine to form a heavier nucleus, releasing energy",Science,Physics
What is a mixture in chemistry?,a process used to separate solid particles from a liquid or gas using a filter,a substance that donates hydrogen ions and has a pH less than 7,atoms of the same element with the same number of protons but a different number of neutrons,a combination of two or more substances that are not chemically bonded together,D,a mixture in chemistry is: a combination of two or more substances that are not chemically bonded together,Science,Chemistry
What is global warming?,"energy derived from sources that are naturally replenished, such as solar, wind, and hydro power","the large-scale removal of forests, often for agriculture or urban development",the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations,the responsible use and protection of natural resources to prevent depletion,C,global warming is: the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations,Science,Environment
Which element has the chemical symbol 'Cl'?,Neon,Mercury,Silver,Chlorine,D,The element with symbol Cl is Chlorine.,Science,Periodic Table
Which element has the chemical symbol 'Li'?,Lithium,Platinum,Iron,Zinc,A,The element with symbol Li is Lithium.,Science,Periodic Table
"Which term matches this description: ""the control centre of the nervous system, responsible for thought, memory, and coordinating body functions""?",the human respiratory system,the human brain,a balanced diet,the lungs,B,"The description matches the human brain: the control centre of the nervous system, responsible for thought, memory, and coordinating body functions",Science,Human Body
"Which term matches this description: ""a physical quantity that has both magnitude and direction, such as velocity or force""?",a vector quantity,a thermometer,light reflection,light refraction,A,"The description matches a vector quantity: a physical quantity that has both magnitude and direction, such as velocity or force",Science,Physics
What is the atomic number of Oxygen?,7,5,6,8,D,Oxygen has the atomic number 8.,Science,Periodic Table
"Which term matches this description: ""the force applied per unit area""?",light refraction,a parallel circuit,a circuit,pressure,D,The description matches pressure: the force applied per unit area,Science,Physics
Which statement correctly describes nuclear fission?,the product of an object's mass and velocity,a measure of mass per unit volume of a substance,"the law stating that for every action, there is an equal and opposite reaction","a nuclear reaction in which a heavy atomic nucleus splits into smaller nuclei, releasing energy",D,"By definition, nuclear fission is: a nuclear reaction in which a heavy atomic nucleus splits into smaller nuclei, releasing energy",Science,Physics
What is the chemical symbol for Carbon?,H,Pu,C,Al,C,The chemical symbol for Carbon is C.,Science,Periodic Table
"Which term matches this description: ""the continuous movement of water through evaporation, condensation, precipitation, and collection""?",acid rain,the water cycle,ozone layer depletion,fossil fuels,B,"The description matches the water cycle: the continuous movement of water through evaporation, condensation, precipitation, and collection",Science,Environment
"Which term matches this description: ""a simple machine consisting of a wheel and rope used to lift heavy loads""?",the law of conservation of energy,a pulley,pressure,light reflection,B,The description matches a pulley: a simple machine consisting of a wheel and rope used to lift heavy loads,Science,Physics
Which element has atomic number 16?,Copper,Palladium,Helium,Sulfur,D,The element with atomic number 16 is Sulfur.,Science,Periodic Table
What is an exoskeleton?,"an organism, usually a plant, that produces its own food through photosynthesis",an organism that obtains energy by eating other organisms,"a hard external skeleton that supports and protects the body of an animal, such as in insects","the seasonal movement of animals from one region to another, often for breeding or feeding",C,"an exoskeleton is: a hard external skeleton that supports and protects the body of an animal, such as in insects",Science,Biology
Which element has atomic number 10?,Neon,Carbon,Tungsten,Rhodium,A,The element with atomic number 10 is Neon.,Science,Periodic Table
Which element has atomic number 29?,Nickel,Copper,Gold,Germanium,B,The element with atomic number 29 is Copper.,Science,Periodic Table
What is the common name for the chemical compound with formula KOH?,Ethanol,Potassium hydroxide,Hydrogen peroxide,Nitrous oxide (laughing gas),B,KOH is the chemical formula for Potassium hydroxide.,Science,Compounds
What is the common name for the chemical compound with formula O3?,Sulfur dioxide,Potassium hydroxide,Ozone,Nitrogen gas,C,O3 is the chemical formula for Ozone.,Science,Compounds
Which statement correctly describes an element?,"a chemical reaction that absorbs energy, usually as heat, from its surroundings",a substance that speeds up a chemical reaction without being consumed in the process,a pure substance made of only one type of atom,the principle stating that mass is neither created nor destroyed in a chemical reaction,C,"By definition, an element is: a pure substance made of only one type of atom",Science,Chemistry
Which statement correctly describes a voltmeter?,"the flow of electric charge, usually carried by electrons through a conductor",an instrument used to measure electric potential difference (voltage),the distance between successive crests of a wave,the law stating that force equals mass times acceleration (F = ma),B,"By definition, a voltmeter is: an instrument used to measure electric potential difference (voltage)",Science,Physics
"Which term matches this description: ""the full range of electromagnetic radiation, from radio waves to gamma rays""?",the electromagnetic spectrum,nuclear fission,light reflection,a microscope,A,"The description matches the electromagnetic spectrum: the full range of electromagnetic radiation, from radio waves to gamma rays",Science,Physics
What is Antonie van Leeuwenhoek?,a medical process that stimulates the immune system to protect against a specific infectious disease,the scientist who developed the first successful smallpox vaccine,"the scientist often called the father of microbiology, known for his pioneering work with microscopes","the discovery of the first widely used antibiotic, made by Alexander Fleming in 1928",C,"Antonie van Leeuwenhoek is: the scientist often called the father of microbiology, known for his pioneering work with microscopes",Science,Discoveries
What is the chemical formula for Ethanol?,C2H5OH,CaO,AgNO3,HCl,A,The chemical formula for Ethanol is C2H5OH.,Science,Compounds
"Fill in the blank: ______ refers to ""the scientist known as the father of modern genetics for his work on pea plant inheritance"".",the discovery of penicillin,Gregor Mendel,Charles Darwin's theory of evolution,Alexander Fleming,B,Gregor Mendel refers to: the scientist known as the father of modern genetics for his work on pea plant inheritance,Science,Discoveries
Which element has atomic number 37?,Titanium,Rubidium,Barium,Xenon,B,The element with atomic number 37 is Rubidium.,Science,Periodic Table
What is the chemical formula for Iron(II) oxide?,FeO,C2H5OH,N2,ZnO,A,The chemical formula for Iron(II) oxide is FeO.,Science,Compounds
What is a solvent?,a process used to separate components of a liquid mixture based on differences in boiling points,"a chemical reaction that absorbs energy, usually as heat, from its surroundings",the substance that dissolves a solute to form a solution,the principle stating that mass is neither created nor destroyed in a chemical reaction,C,a solvent is: the substance that dissolves a solute to form a solution,Science,Chemistry
"Fill in the blank: ______ refers to ""a process used to separate solid particles from a liquid or gas using a filter"".",rust,a solvent,filtration,an ionic bond,C,filtration refers to: a process used to separate solid particles from a liquid or gas using a filter,Science,Chemistry
"Which term matches this description: ""a closed path through which electric current flows""?",a wavelength,a circuit,frequency in physics,kinetic energy,B,The description matches a circuit: a closed path through which electric current flows,Science,Physics
Which statement correctly describes global warming?,the natural process of recycling organic matter into a nutrient-rich soil conditioner,the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations,"energy derived from sources that are naturally replenished, such as solar, wind, and hydro power","the contamination of air by harmful substances such as smoke, dust, and gases",B,"By definition, global warming is: the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations",Science,Environment
Which element has atomic number 49?,Iron,Phosphorus,Iodine,Indium,D,The element with atomic number 49 is Indium.,Science,Periodic Table
What is a conductor?,the process by which a solid changes directly into a gas without passing through the liquid state,"a material that allows electric current to flow through it easily, such as copper","a material that resists the flow of electric current, such as rubber",the force applied per unit area,B,"a conductor is: a material that allows electric current to flow through it easily, such as copper",Science,Physics
What is the chemical symbol for Lead?,Fe,Pb,V,Na,B,The chemical symbol for Lead is Pb.,Science,Periodic Table
What is the chemical symbol for Helium?,Pd,In,Ne,He,D,The chemical symbol for Helium is He.,Science,Periodic Table
Which element has the chemical symbol 'Al'?,Plutonium,Aluminium,Bromine,Selenium,B,The element with symbol Al is Aluminium.,Science,Periodic Table
"Which term matches this description: ""the process by which a liquid changes into a gas at its surface, below boiling point""?",a pulley,electric current,evaporation,the electromagnetic spectrum,C,"The description matches evaporation: the process by which a liquid changes into a gas at its surface, below boiling point",Science,Physics
Which statement correctly describes the human digestive system?,the body's defence system against infections and diseases,a muscular organ that pumps blood throughout the body via the circulatory system,the group of organs that break down food into nutrients the body can absorb and use,"a mineral essential for producing haemoglobin, which carries oxygen in the blood",C,"By definition, the human digestive system is: the group of organs that break down food into nutrients the body can absorb and use",Science,Human Body
What is Ohm's Law?,"a material that resists the flow of electric current, such as rubber",the temperature at which a liquid turns into a solid,"a device that transfers electrical energy between circuits, typically changing voltage levels",the law stating that voltage equals current multiplied by resistance (V = IR),D,Ohm's Law is: the law stating that voltage equals current multiplied by resistance (V = IR),Science,Physics
Which statement correctly describes an electron?,"a diet containing the right proportions of carbohydrates, proteins, fats, vitamins, and minerals",an instrument used to view objects too small to be seen with the naked eye,the variety of life in a particular habitat or ecosystem,a negatively charged subatomic particle that orbits the nucleus of an atom,D,"By definition, an electron is: a negatively charged subatomic particle that orbits the nucleus of an atom",Science,Physics/Chemistry
"Which term matches this description: ""a type of electromagnetic radiation with wavelengths longer than visible light, often felt as heat""?",power in physics,melting point,infrared radiation,a vector quantity,C,"The description matches infrared radiation: a type of electromagnetic radiation with wavelengths longer than visible light, often felt as heat",Science,Physics
What is a covalent bond?,a pure substance made of only one type of atom,a substance that donates hydrogen ions and has a pH less than 7,a process used to separate solid particles from a liquid or gas using a filter,a chemical bond formed when two atoms share one or more pairs of electrons,D,a covalent bond is: a chemical bond formed when two atoms share one or more pairs of electrons,Science,Chemistry
What is the chemical symbol for Bromine?,Ar,Cr,Pt,Br,D,The chemical symbol for Bromine is Br.,Science,Periodic Table
What is the carbon cycle?,"energy derived from sources that are naturally replenished, such as solar, wind, and hydro power","the process by which carbon moves between the atmosphere, oceans, soil, and living organisms","the large-scale removal of forests, often for agriculture or urban development",the responsible use and protection of natural resources to prevent depletion,B,"the carbon cycle is: the process by which carbon moves between the atmosphere, oceans, soil, and living organisms",Science,Environment
What is Edward Jenner?,the scientific theory that species evolve over generations through natural selection,a medical process that stimulates the immune system to protect against a specific infectious disease,the scientist who developed the first successful smallpox vaccine,the theory establishing that many diseases are caused by microorganisms,C,Edward Jenner is: the scientist who developed the first successful smallpox vaccine,Science,Discoveries
"Fill in the blank: ______ refers to ""the light-sensitive layer at the back of the eye that converts light into neural signals"".",the eye's retina,white blood cells,a food pyramid,iron's role in the body,A,the eye's retina refers to: the light-sensitive layer at the back of the eye that converts light into neural signals,Science,Human Body
"Fill in the blank: ______ refers to ""a process by which a solid forms from a solution as it cools or evaporates"".",the periodic table,filtration,crystallization,a catalyst,C,crystallization refers to: a process by which a solid forms from a solution as it cools or evaporates,Science,Chemistry
What is a virus?,an organism that obtains energy by eating other organisms,a state of reduced activity that certain animals enter during winter to conserve energy,"carbon dioxide and water, which plants absorb to produce glucose and oxygen using sunlight",a microscopic infectious agent that can only replicate inside the living cells of a host organism,D,a virus is: a microscopic infectious agent that can only replicate inside the living cells of a host organism,Science,Biology
"Fill in the blank: ______ refers to ""a linear sequence showing how energy and nutrients pass from one organism to another"".",a food chain,the nucleus of a cell,natural selection,an ecosystem,A,a food chain refers to: a linear sequence showing how energy and nutrients pass from one organism to another,Science,Biology
Which statement correctly describes a seismograph?,an instrument used to measure and record the intensity of earthquakes,an instrument used to measure electric current,"a physical quantity that has both magnitude and direction, such as velocity or force","the full range of electromagnetic radiation, from radio waves to gamma rays",A,"By definition, a seismograph is: an instrument used to measure and record the intensity of earthquakes",Science,Physics
"Which term matches this description: ""animals that eat both plants and other animals""?",symbiosis,pollination,a decomposer,omnivores,D,The description matches omnivores: animals that eat both plants and other animals,Science,Biology
What is the chemical symbol for Manganese?,O,Au,K,Mn,D,The chemical symbol for Manganese is Mn.,Science,Periodic Table
"Fill in the blank: ______ refers to ""the energy possessed by an object due to its motion"".",gravity,a vector quantity,a voltmeter,kinetic energy,D,kinetic energy refers to: the energy possessed by an object due to its motion,Science,Physics
"Which term matches this description: ""organs used for breathing, where oxygen is taken in and carbon dioxide is expelled""?",the lungs,the human brain,the skin,a food pyramid,A,"The description matches the lungs: organs used for breathing, where oxygen is taken in and carbon dioxide is expelled",Science,Human Body
"Fill in the blank: ______ refers to ""organs used for breathing, where oxygen is taken in and carbon dioxide is expelled"".",muscles,the lungs,the human brain,the pancreas,B,"the lungs refers to: organs used for breathing, where oxygen is taken in and carbon dioxide is expelled",Science,Human Body
"Fill in the blank: ______ refers to ""the temperature at which a liquid turns into a solid"".",a vector quantity,a generator,freezing point,magnetism,C,freezing point refers to: the temperature at which a liquid turns into a solid,Science,Physics
Which statement correctly describes iron's role in the body?,"a mineral essential for producing haemoglobin, which carries oxygen in the blood",a diagram representing the recommended proportions of different food groups for a healthy diet,body tissues capable of contracting to produce movement,the force exerted by circulating blood against the walls of blood vessels,A,"By definition, iron's role in the body is: a mineral essential for producing haemoglobin, which carries oxygen in the blood",Science,Human Body
"Fill in the blank: ______ refers to ""the force exerted by circulating blood against the walls of blood vessels"".",the human digestive system,vitamins,the human nervous system,blood pressure,D,blood pressure refers to: the force exerted by circulating blood against the walls of blood vessels,Science,Human Body
What is the atomic number of Plutonium?,95,91,97,94,D,Plutonium has the atomic number 94.,Science,Periodic Table
Which statement correctly describes camouflage?,"the seasonal movement of animals from one region to another, often for breeding or feeding",an adaptation that allows an organism to blend into its surroundings to avoid predators,animals that eat both plants and other animals,the organelle that contains the cell's genetic material (DNA) and controls its activities,B,"By definition, camouflage is: an adaptation that allows an organism to blend into its surroundings to avoid predators",Science,Biology
"Fill in the blank: ______ refers to ""a simple machine consisting of a flat surface set at an angle, used to raise objects with less force"".",density,an inclined plane,Newton's First Law of Motion,Newton's Second Law of Motion,B,"an inclined plane refers to: a simple machine consisting of a flat surface set at an angle, used to raise objects with less force",Science,Physics
What is an isotope?,a process used to separate solid particles from a liquid or gas using a filter,the substance that dissolves a solute to form a solution,atoms of the same element with the same number of protons but a different number of neutrons,a chemical bond formed when two atoms share one or more pairs of electrons,C,an isotope is: atoms of the same element with the same number of protons but a different number of neutrons,Science,Chemistry
Which element has the chemical symbol 'P'?,Hydrogen,Carbon,Gold,Phosphorus,D,The element with symbol P is Phosphorus.,Science,Periodic Table
"Fill in the blank: ______ refers to ""the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations"".",water pollution,the greenhouse effect,global warming,ozone layer depletion,C,global warming refers to: the long-term rise in Earth's average surface temperature due to increased greenhouse gas concentrations,Science,Environment
What is the discovery of penicillin?,a medical process that stimulates the immune system to protect against a specific infectious disease,"the discovery of the first widely used antibiotic, made by Alexander Fleming in 1928",the scientist who developed the first successful smallpox vaccine,the theory establishing that many diseases are caused by microorganisms,B,"the discovery of penicillin is: the discovery of the first widely used antibiotic, made by Alexander Fleming in 1928",Science,Discoveries
"Fill in the blank: ______ refers to ""a combination of two or more substances that are not chemically bonded together"".",a mixture in chemistry,a covalent bond,a base (alkali),an alloy,A,a mixture in chemistry refers to: a combination of two or more substances that are not chemically bonded together,Science,Chemistry
Which element has the chemical symbol 'Te'?,Zinc,Tellurium,Radon,Uranium,B,The element with symbol Te is Tellurium.,Science,Periodic Table
"Fill in the blank: ______ refers to ""the movement of particles from a region of higher concentration to a region of lower concentration"".",a food chain,diffusion,the food web,a consumer in an ecosystem,B,diffusion refers to: the movement of particles from a region of higher concentration to a region of lower concentration,Science,Biology
"Fill in the blank: ______ refers to ""a substance that donates hydrogen ions and has a pH less than 7"".",a covalent bond,the pH scale,an acid,the periodic table,C,an acid refers to: a substance that donates hydrogen ions and has a pH less than 7,Science,Chemistry
What is red blood cells?,body tissues capable of contracting to produce movement,a diagram representing the recommended proportions of different food groups for a healthy diet,blood cells responsible for carrying oxygen from the lungs to the rest of the body,"the group of organs, including the lungs, responsible for breathing and gas exchange",C,red blood cells is: blood cells responsible for carrying oxygen from the lungs to the rest of the body,Science,Human Body
What is kinetic energy?,a device that converts electrical energy into mechanical energy,"a nuclear reaction in which light atomic nuclei combine to form a heavier nucleus, releasing energy","a device that transfers electrical energy between circuits, typically changing voltage levels",the energy possessed by an object due to its motion,D,kinetic energy is: the energy possessed by an object due to its motion,Science,Physics
What is the atomic number of Tungsten?,73,69,74,79,C,Tungsten has the atomic number 74.,Science,Periodic Table
"Fill in the blank: ______ refers to ""vibrations that travel through a medium such as air, allowing us to hear"".",an inclined plane,the electromagnetic spectrum,a microscope,sound waves,D,"sound waves refers to: vibrations that travel through a medium such as air, allowing us to hear",Science,Physics
What is the chemical symbol for Sulfur?,Si,N,Te,S,D,The chemical symbol for Sulfur is S.,Science,Periodic Table
What is composting?,"the thinning of the ozone layer in the stratosphere, often linked to chemicals like CFCs",the natural process of recycling organic matter into a nutrient-rich soil conditioner,"the process by which certain gases trap heat in Earth's atmosphere, warming the planet",the variety of life in a particular habitat or ecosystem,B,composting is: the natural process of recycling organic matter into a nutrient-rich soil conditioner,Science,Environment
"Fill in the blank: ______ refers to ""the scientist who discovered penicillin in 1928, revolutionising the treatment of bacterial infections"".",the discovery of penicillin,Antonie van Leeuwenhoek,Alexander Fleming,Louis Pasteur's germ theory,C,"Alexander Fleming refers to: the scientist who discovered penicillin in 1928, revolutionising the treatment of bacterial infections",Science,Discoveries
Which statement correctly describes diffusion?,an organism that obtains energy by eating other organisms,the movement of particles from a region of higher concentration to a region of lower concentration,a community of living organisms interacting with each other and their physical environment,animals that eat both plants and other animals,B,"By definition, diffusion is: the movement of particles from a region of higher concentration to a region of lower concentration",Science,Biology
"Which term matches this description: ""a substance that donates hydrogen ions and has a pH less than 7""?",a solvent,rust,a mixture in chemistry,an acid,D,The description matches an acid: a substance that donates hydrogen ions and has a pH less than 7,Science,Chemistry
Which element has atomic number 11?,Sodium,Scandium,Aluminium,Hydrogen,A,The element with atomic number 11 is Sodium.,Science,Periodic Table
"Which term matches this description: ""cell organelles often called the 'powerhouse of the cell' because they generate most of the cell's energy (ATP)""?",bacteria,omnivores,mitochondria,photosynthesis,C,The description matches mitochondria: cell organelles often called the 'powerhouse of the cell' because they generate most of the cell's energy (ATP),Science,Biology
"Fill in the blank: ______ refers to ""an organism that breaks down dead organic matter, recycling nutrients back into the ecosystem"".",an exoskeleton,a decomposer,DNA (Deoxyribonucleic Acid),vertebrates,B,"a decomposer refers to: an organism that breaks down dead organic matter, recycling nutrients back into the ecosystem",Science,Biology
"Which term matches this description: ""a chemical reaction involving the loss of electrons by a substance""?",the law of conservation of mass,oxidation,a base (alkali),a solute,B,The description matches oxidation: a chemical reaction involving the loss of electrons by a substance,Science,Chemistry
"Fill in the blank: ______ refers to ""a state of reduced activity that certain animals enter during winter to conserve energy"".",photosynthesis's byproduct,a food chain,photosynthesis,hibernation,D,hibernation refers to: a state of reduced activity that certain animals enter during winter to conserve energy,Science,Biology
