Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
"Which term matches this description: ""a personal copy of another user's repository, allowing independent development without affecting the original""?",a software requirement specification (SRS),a fork (in version control),version control,a monolithic architecture,B,"The description matches a fork (in version control): a personal copy of another user's repository, allowing independent development without affecting the original",Software,Software Development
"Which term matches this description: ""a software-based emulation of a physical computer, allowing multiple operating systems to run on one machine""?",a virtual machine (VM),localisation of software,Kubernetes,middleware,A,"The description matches a virtual machine (VM): a software-based emulation of a physical computer, allowing multiple operating systems to run on one machine",Software,Software Basics
What does the keyboard shortcut 'Ctrl+O' typically do?,Save the current file,Open File Explorer (Windows),Redo the last undone action,Open an existing file,D,'Ctrl+O' is used to open an existing file.,Software,Keyboard Shortcuts
What is Android?,"a mobile operating system developed by Google, based on a modified version of the Linux kernel","system software that manages computer hardware, software resources, and provides common services for programs",the core component of an operating system that manages system resources and communication between hardware and software,the ability of an operating system to execute multiple tasks or processes concurrently,A,"Android is: a mobile operating system developed by Google, based on a modified version of the Linux kernel",Software,Operating Systems
"Which term matches this description: ""a design approach ensuring software interfaces adapt appropriately to different screen sizes and devices""?",system software,client-server architecture,internationalisation of software,responsive software design,D,The description matches responsive software design: a design approach ensuring software interfaces adapt appropriately to different screen sizes and devices,Software,Software Basics
Which keyboard shortcut is typically used to 'move cursor to the beginning of a document'?,Ctrl+Home,Ctrl+C,F5,Cmd+Q,A,'Ctrl+Home' is used to move cursor to the beginning of a document.,Software,Keyboard Shortcuts
"Which term matches this description: ""a method of submitting proposed changes to a codebase for review before merging into the main branch""?",a use case diagram,pull requests (in Git),integration testing,an IDE (Integrated Development Environment),B,The description matches pull requests (in Git): a method of submitting proposed changes to a codebase for review before merging into the main branch,Software,Software Development
Which statement correctly describes Java?,the ability of different objects to respond to the same function call in different ways,an error detected during the compilation process that prevents source code from being converted into an executable program,"a widely used, class-based, object-oriented programming language designed to be platform-independent","a simple sorting algorithm that repeatedly steps through a list, swapping adjacent elements if they are in the wrong order",C,"By definition, Java is: a widely used, class-based, object-oriented programming language designed to be platform-independent",Software,Programming
What does the keyboard shortcut 'Ctrl+D' typically do?,Close the current window or tab,Quit the current application (macOS),Bookmark the current page in a browser,Apply underline formatting to selected text,C,'Ctrl+D' is used to bookmark the current page in a browser.,Software,Keyboard Shortcuts
What type of file typically has the extension '.sh'?,a shell script file used in Unix/Linux systems,a disc image file,an image file supporting transparency (Portable Network Graphics),a compressed archive file,A,A file with the extension '.sh' is typically a shell script file used in Unix/Linux systems.,Software,File Formats
Which file extension is typically used for a stylesheet file used to style web pages?,.css,.mp3,.c,.js,A,Files that are a stylesheet file used to style web pages typically use the extension '.css'.,Software,File Formats
"Fill in the blank: ______ refers to ""the high-level structure of a software system, defining its components and their relationships"".",a software architecture,a webhook,stress testing,a Gantt chart,A,"a software architecture refers to: the high-level structure of a software system, defining its components and their relationships",Software,Software Development
"Which term matches this description: ""a type of software embedded directly into hardware devices to control their basic functions""?",cross-platform software,firmware,a software vendor,a package manager,B,The description matches firmware: a type of software embedded directly into hardware devices to control their basic functions,Software,Software Basics
"Fill in the blank: ______ refers to ""a value in a program that does not change during execution"".",an interpreter,a constant in programming,Big O notation,an exception in programming,B,a constant in programming refers to: a value in a program that does not change during execution,Software,Programming
"Which term matches this description: ""software designed to manage computer hardware and provide a platform for application software, such as an operating system""?",system software,emulation software,ransomware,Oracle Database,A,"The description matches system software: software designed to manage computer hardware and provide a platform for application software, such as an operating system",Software,Software Basics
Which statement correctly describes a spreadsheet application?,"an open-source platform for automating the deployment, scaling, and management of containerised applications","a prioritised list of features, changes, and fixes for a product, maintained in Agile development","software used to organise, analyse, and store data in tabular form, such as Microsoft Excel",software that enables one computer system to imitate the functions of another system,C,"By definition, a spreadsheet application is: software used to organise, analyse, and store data in tabular form, such as Microsoft Excel",Software,Application Software
"Fill in the blank: ______ refers to ""an event that disrupts the normal flow of a program's execution, often handled using try-catch blocks"".",an exception in programming,a sorting algorithm,data serialization,an interpreter,A,"an exception in programming refers to: an event that disrupts the normal flow of a program's execution, often handled using try-catch blocks",Software,Programming
"Which term matches this description: ""a mechanism by which one class can acquire properties and behaviours from another class""?",encapsulation in OOP,inheritance in OOP,a compiler error,SQL (Structured Query Language),B,The description matches inheritance in OOP: a mechanism by which one class can acquire properties and behaviours from another class,Software,Programming
"Which term matches this description: ""a technique where a function calls itself to solve a smaller instance of the same problem""?",pseudocode,recursion in programming,a compiler,an object in OOP,B,The description matches recursion in programming: a technique where a function calls itself to solve a smaller instance of the same problem,Software,Programming
"Which term matches this description: ""an open-source platform for automating the deployment, scaling, and management of containerised applications""?",cross-platform software,Kubernetes,a service level agreement (SLA),a worm (malware),B,"The description matches Kubernetes: an open-source platform for automating the deployment, scaling, and management of containerised applications",Software,Software Basics
Which statement correctly describes a milestone in project management?,a tool that automatically reformats source code to follow consistent style guidelines,"a tool that analyses source code to flag programming errors, bugs, and stylistic issues","a significant point or event in a project's timeline, marking progress toward completion","a system that records changes to files over time, allowing users to track history and collaborate, such as Git",C,"By definition, a milestone in project management is: a significant point or event in a project's timeline, marking progress toward completion",Software,Software Development
"Which term matches this description: ""an isolated testing environment that allows code to run without affecting the production system""?",pair programming,a sandbox environment,a release candidate,the MVC (Model-View-Controller) pattern,B,The description matches a sandbox environment: an isolated testing environment that allows code to run without affecting the production system,Software,Software Development
"Which term matches this description: ""the delivery of computing services, including storage and processing power, over the internet""?",caching in software,PaaS (Platform as a Service),cloud computing,SaaS (Software as a Service),C,"The description matches cloud computing: the delivery of computing services, including storage and processing power, over the internet",Software,Software Basics
"Which term matches this description: ""a widely used commercial relational database management system developed by Oracle Corporation""?",freeware,IaaS (Infrastructure as a Service),Oracle Database,MongoDB,C,The description matches Oracle Database: a widely used commercial relational database management system developed by Oracle Corporation,Software,Software Basics
"Which term matches this description: ""the person responsible for defining and prioritising the features of a product in Agile development""?",a monolithic architecture,the Software Development Life Cycle (SDLC),continuous integration (CI),a product owner,D,The description matches a product owner: the person responsible for defining and prioritising the features of a product in Agile development,Software,Software Development
Which programming language was created by Yukihiro Matsumoto?,FORTRAN,Objective-C,Ruby,Swift,C,Ruby was created by Yukihiro Matsumoto.,Software,Programming Languages
What is encryption?,"the process of adapting software for a specific region or language, including translations and cultural adjustments",a formal contract defining the expected level of service between a provider and a customer,"a software-based emulation of a physical computer, allowing multiple operating systems to run on one machine",the process of converting data into a coded format to prevent unauthorised access,D,encryption is: the process of converting data into a coded format to prevent unauthorised access,Software,Software Basics
What is a code repository's README file?,testing conducted to evaluate how easy and intuitive a software product is for real users,a document that typically explains what a software project does and how to use it,the process of reverting software to a previous stable version after a failed update or deployment,"the process of restructuring existing code without changing its external behaviour, to improve readability or performance",B,a code repository's README file is: a document that typically explains what a software project does and how to use it,Software,Software Development
What is Agile methodology?,"a software development approach emphasising iterative progress, collaboration, and flexibility to change","written material that explains how software works, including its functionality, usage, and architecture",a popular project management and issue-tracking tool used widely in Agile software development,a visual project management tool that shows a project schedule with tasks plotted against time,A,"Agile methodology is: a software development approach emphasising iterative progress, collaboration, and flexibility to change",Software,Software Development
"Which term matches this description: ""a design pattern that restricts a class to having only one instance and provides a global point of access to it""?",a use case diagram,the Singleton design pattern,a wireframe,an alpha version of software,B,The description matches the Singleton design pattern: a design pattern that restricts a class to having only one instance and provides a global point of access to it,Software,Software Development
Which statement correctly describes a checksum?,software designed to run on multiple operating systems or platforms without modification,a unique identifier for each record in a database table,"a small-sized value derived from a block of data, used to detect errors introduced during transmission or storage",a company or individual that sells software products or services,C,"By definition, a checksum is: a small-sized value derived from a block of data, used to detect errors introduced during transmission or storage",Software,Software Basics
What is a software vendor?,"a piece of software that extends the capabilities of a larger software application, similar to a plugin",malware disguised as legitimate software to trick users into installing it,software designed to run on multiple operating systems or platforms without modification,a company or individual that sells software products or services,D,a software vendor is: a company or individual that sells software products or services,Software,Software Basics
Which keyboard shortcut is typically used to 'switch between open applications (macos)'?,Cmd+V,Cmd+Tab,Ctrl+End,Ctrl+Shift+T,B,'Cmd+Tab' is used to switch between open applications (macos).,Software,Keyboard Shortcuts
"Fill in the blank: ______ refers to ""a software testing method that examines functionality without looking at internal code structure"".",a patch,black-box testing,version control,a wireframe,B,black-box testing refers to: a software testing method that examines functionality without looking at internal code structure,Software,Software Development
"Which term matches this description: ""software whose source code is made publicly available for anyone to view, modify, and distribute""?",a NoSQL database,a software license,firmware,open-source software,D,"The description matches open-source software: software whose source code is made publicly available for anyone to view, modify, and distribute",Software,Software Basics
What is a peer-to-peer (P2P) network?,a software distribution model in which applications are hosted by a provider and made available to users over the internet,"a systematic evaluation of software to ensure compliance with licenses, standards, and regulations",a widely used commercial relational database management system developed by Oracle Corporation,a network architecture in which each computer can act as both a client and a server,D,a peer-to-peer (P2P) network is: a network architecture in which each computer can act as both a client and a server,Software,Software Basics
Which statement correctly describes MongoDB?,a type of malware that self-replicates and spreads across networks without needing to attach to a host program,"a tool that automates the process of installing, upgrading, and managing software packages, such as npm or pip","a field in one table that refers to the primary key in another table, establishing a relationship","a popular NoSQL database that stores data in flexible, JSON-like documents",D,"By definition, MongoDB is: a popular NoSQL database that stores data in flexible, JSON-like documents",Software,Software Basics
What is Java?,a named storage location used to hold data that may change during program execution,the ability of different objects to respond to the same function call in different ways,a step-by-step procedure or set of rules for solving a problem or performing a computation,"a widely used, class-based, object-oriented programming language designed to be platform-independent",D,"Java is: a widely used, class-based, object-oriented programming language designed to be platform-independent",Software,Programming
Which file extension is typically used for a Microsoft Excel spreadsheet?,.svg,.sql,.c,.xlsx,D,Files that are a Microsoft Excel spreadsheet typically use the extension '.xlsx'.,Software,File Formats
"Which term matches this description: ""a visual project management tool that shows a project schedule with tasks plotted against time""?",usability testing,technical writing,a Gantt chart,a milestone in project management,C,The description matches a Gantt chart: a visual project management tool that shows a project schedule with tasks plotted against time,Software,Software Development
"Fill in the blank: ______ refers to ""software that allows developers to interact with a database using object-oriented code instead of writing raw SQL"".",a code repository's README file,white-box testing,an ORM (Object-Relational Mapping) tool,scrum,C,an ORM (Object-Relational Mapping) tool refers to: software that allows developers to interact with a database using object-oriented code instead of writing raw SQL,Software,Software Development
Which statement correctly describes a queue (data structure)?,"the process of converting data structures or objects into a format that can be stored or transmitted, such as JSON",a named storage location used to hold data that may change during program execution,a linear data structure that follows the First-In-First-Out (FIFO) principle,a value in a program that does not change during execution,C,"By definition, a queue (data structure) is: a linear data structure that follows the First-In-First-Out (FIFO) principle",Software,Programming
Which statement correctly describes a firewall (software)?,malicious software that encrypts a victim's files and demands payment for their release,software that monitors and controls incoming and outgoing network traffic based on security rules,a small piece of code released to fix bugs or security vulnerabilities in existing software,"a field in one table that refers to the primary key in another table, establishing a relationship",B,"By definition, a firewall (software) is: software that monitors and controls incoming and outgoing network traffic based on security rules",Software,Software Basics
Who is credited with creating the programming language Java?,Niklaus Wirth,Rasmus Lerdorf,Brad Cox and Tom Love,James Gosling,D,Java is credited to James Gosling.,Software,Programming Languages
"Fill in the blank: ______ refers to ""the practice of creating clear, structured documentation for technical products, such as user manuals"".",technical writing,usability testing,requirements gathering,acceptance testing,A,"technical writing refers to: the practice of creating clear, structured documentation for technical products, such as user manuals",Software,Software Development
Which file extension is typically used for a Java source code file?,.java,.jpg,.pdf,.exe,A,Files that are a Java source code file typically use the extension '.java'.,Software,File Formats
Which statement correctly describes backward compatibility?,the ability of software to work with data or systems created by an older version of the same software,a type of malware that self-replicates and spreads across networks without needing to attach to a host program,"software designed to help users perform specific tasks, such as word processors or web browsers",the amount of time a system or service remains operational and available without interruption,A,"By definition, backward compatibility is: the ability of software to work with data or systems created by an older version of the same software",Software,Software Basics
"Which term matches this description: ""testing conducted to evaluate how easy and intuitive a software product is for real users""?",refactoring,a sandbox environment,usability testing,Visual Studio Code,C,The description matches usability testing: testing conducted to evaluate how easy and intuitive a software product is for real users,Software,Software Development
"Which term matches this description: ""a small piece of code released to fix bugs or security vulnerabilities in existing software""?",a software update patch,MongoDB,a firewall (software),a checksum,A,The description matches a software update patch: a small piece of code released to fix bugs or security vulnerabilities in existing software,Software,Software Basics
What type of file typically has the extension '.html'?,a web page file written in HyperText Markup Language,a Microsoft PowerPoint presentation,a compressed audio file,a JavaScript source code file,A,A file with the extension '.html' is typically a web page file written in HyperText Markup Language.,Software,File Formats
"Which term matches this description: ""a short daily meeting in Agile development where team members discuss progress and blockers""?",a stand-up meeting,an IDE (Integrated Development Environment),a rollback (in deployment),white-box testing,A,The description matches a stand-up meeting: a short daily meeting in Agile development where team members discuss progress and blockers,Software,Software Development
Which statement correctly describes an API (Application Programming Interface)?,"a prioritised list of features, changes, and fixes for a product, maintained in Agile development",an assessment conducted to determine whether a proposed software project is practical and viable,a set of rules that allows different software applications to communicate with each other,a software testing method where individual modules are combined and tested as a group,C,"By definition, an API (Application Programming Interface) is: a set of rules that allows different software applications to communicate with each other",Software,Software Development
"Which term matches this description: ""the process of adapting software for a specific region or language, including translations and cultural adjustments""?",a software audit,npm (Node Package Manager),open-source software,localisation of software,D,"The description matches localisation of software: the process of adapting software for a specific region or language, including translations and cultural adjustments",Software,Software Basics
What is merging (in Git)?,"a piece of software designed to update, fix, or improve a program, often addressing security vulnerabilities","a software design pattern that separates an application into three interconnected components: data, user interface, and logic",the process of integrating changes from one branch into another in version control,"the process of converting source code into a standalone, executable software artefact",C,merging (in Git) is: the process of integrating changes from one branch into another in version control,Software,Software Development
"Fill in the blank: ______ refers to ""malicious software that encrypts a victim's files and demands payment for their release"".",Oracle Database,ransomware,client-server architecture,a software vendor,B,ransomware refers to: malicious software that encrypts a victim's files and demands payment for their release,Software,Software Basics
What is a feasibility study?,an assessment conducted to determine whether a proposed software project is practical and viable,"a software development approach emphasising iterative progress, collaboration, and flexibility to change","a tool that analyses source code to flag programming errors, bugs, and stylistic issues",a software testing method that examines functionality without looking at internal code structure,A,a feasibility study is: an assessment conducted to determine whether a proposed software project is practical and viable,Software,Software Development
Which statement correctly describes a release candidate?,a short daily meeting in Agile development where team members discuss progress and blockers,"a version of software that is potentially ready for release, unless significant bugs are found",a software testing method where individual components or functions are tested in isolation,a web-based platform for hosting and collaborating on Git repositories,B,"By definition, a release candidate is: a version of software that is potentially ready for release, unless significant bugs are found",Software,Software Development
"Which term matches this description: ""a versioning scheme using a three-part number (major.minor.patch) to indicate the nature of software changes""?",a merge conflict,semantic versioning,smoke testing,a prototype in software development,B,The description matches semantic versioning: a versioning scheme using a three-part number (major.minor.patch) to indicate the nature of software changes,Software,Software Development
"Which term matches this description: ""a popular open-source relational database management system""?",a configuration file,a computer virus,ransomware,MySQL,D,The description matches MySQL: a popular open-source relational database management system,Software,Software Basics
Which statement correctly describes a variable in programming?,a named storage location used to hold data that may change during program execution,"a programming paradigm based on the concept of objects, which contain data and methods","the process of converting data structures or objects into a format that can be stored or transmitted, such as JSON",a standard programming language used to manage and manipulate relational databases,A,"By definition, a variable in programming is: a named storage location used to hold data that may change during program execution",Software,Programming
Which statement correctly describes pair programming?,a software development technique where two programmers work together at one workstation,a basic visual guide used to represent the skeletal framework of a software interface before development,"a software development approach emphasising iterative progress, collaboration, and flexibility to change",a document that typically explains what a software project does and how to use it,A,"By definition, pair programming is: a software development technique where two programmers work together at one workstation",Software,Software Development
Which statement correctly describes a hash table?,"an algorithm that arranges elements of a list in a certain order, such as ascending or descending",a technique where a function calls itself to solve a smaller instance of the same problem,a data structure that maps keys to values using a hash function for efficient data retrieval,"a hierarchical data structure in which each node has at most two children, referred to as left and right",C,"By definition, a hash table is: a data structure that maps keys to values using a hash function for efficient data retrieval",Software,Programming
What is a build in software development?,the practice of diverging from the main line of development to work independently without affecting it,"the process of converting source code into a standalone, executable software artefact",a method of submitting proposed changes to a codebase for review before merging into the main branch,the process of reverting software to a previous stable version after a failed update or deployment,B,"a build in software development is: the process of converting source code into a standalone, executable software artefact",Software,Software Development
"Which term matches this description: ""a structured process used to plan, create, test, and deploy software""?",smoke testing,the Software Development Life Cycle (SDLC),Agile methodology,a software requirement specification (SRS),B,"The description matches the Software Development Life Cycle (SDLC): a structured process used to plan, create, test, and deploy software",Software,Software Development
"Which term matches this description: ""a small-sized value derived from a block of data, used to detect errors introduced during transmission or storage""?",software,freeware,a peer-to-peer (P2P) network,a checksum,D,"The description matches a checksum: a small-sized value derived from a block of data, used to detect errors introduced during transmission or storage",Software,Software Basics
Which statement correctly describes a package manager?,"a tool that automates the process of installing, upgrading, and managing software packages, such as npm or pip","software designed to help users perform specific tasks, such as word processors or web browsers","the process of adapting software for a specific region or language, including translations and cultural adjustments","a legal contract between a software provider and the user, outlining terms of use",A,"By definition, a package manager is: a tool that automates the process of installing, upgrading, and managing software packages, such as npm or pip",Software,Software Basics
"Which term matches this description: ""a collection of instructions and programs used to operate computers and execute specific tasks""?",shareware,responsive software design,software,IaaS (Infrastructure as a Service),C,The description matches software: a collection of instructions and programs used to operate computers and execute specific tasks,Software,Software Basics
Which statement correctly describes a compiler error?,the practice of embedding data directly into source code rather than obtaining it from an external source or configuration,"a hierarchical data structure in which each node has at most two children, referred to as left and right","the process of converting data structures or objects into a format that can be stored or transmitted, such as JSON",an error detected during the compilation process that prevents source code from being converted into an executable program,D,"By definition, a compiler error is: an error detected during the compilation process that prevents source code from being converted into an executable program",Software,Programming
"Fill in the blank: ______ refers to ""a cloud computing model that provides a platform allowing developers to build, run, and manage applications"".",containerisation,Docker,load balancing,PaaS (Platform as a Service),D,"PaaS (Platform as a Service) refers to: a cloud computing model that provides a platform allowing developers to build, run, and manage applications",Software,Software Basics
"Which term matches this description: ""software used to organise, analyse, and store data in tabular form, such as Microsoft Excel""?",a spreadsheet application,version control,Git,hard-coding,A,"The description matches a spreadsheet application: software used to organise, analyse, and store data in tabular form, such as Microsoft Excel",Software,Application Software
"Which term matches this description: ""a software testing method that examines internal code structure and logic""?",a patch,white-box testing,beta testing,a linter,B,The description matches white-box testing: a software testing method that examines internal code structure and logic,Software,Software Development
"Fill in the blank: ______ refers to ""a software architecture style where an application is built as a collection of small, independent services"".",a microservices architecture,a defect tracking system,a product backlog,Agile methodology,A,"a microservices architecture refers to: a software architecture style where an application is built as a collection of small, independent services",Software,Software Development
Which statement correctly describes containerisation?,a lightweight virtualisation method that packages applications with their dependencies into isolated containers,a widely used commercial relational database management system developed by Oracle Corporation,a company or individual that sells software products or services,software designed to run on multiple operating systems or platforms without modification,A,"By definition, containerisation is: a lightweight virtualisation method that packages applications with their dependencies into isolated containers",Software,Software Basics
Which statement correctly describes a rollback (in deployment)?,the process of reverting software to a previous stable version after a failed update or deployment,"a system that records changes to files over time, allowing users to track history and collaborate, such as Git","a fixed, short period of time during which a specific set of work must be completed and reviewed","a linear, sequential approach to software development, where each phase must be completed before the next begins",A,"By definition, a rollback (in deployment) is: the process of reverting software to a previous stable version after a failed update or deployment",Software,Software Development
"Which file extension is typically used for a Comma-Separated Values file, often used for spreadsheet data?",.py,.csv,.docx,.apk,B,"Files that are a Comma-Separated Values file, often used for spreadsheet data typically use the extension '.csv'.",Software,File Formats
"Fill in the blank: ______ refers to ""the ability of an operating system to execute multiple tasks or processes concurrently"".",iOS,a file system,an operating system (OS),multitasking in an OS,D,multitasking in an OS refers to: the ability of an operating system to execute multiple tasks or processes concurrently,Software,Operating Systems
What is a EULA (End User License Agreement)?,a legal agreement that governs the use and distribution of software,"malicious software designed to damage, disrupt, or gain unauthorised access to computer systems","a legal contract between a software provider and the user, outlining terms of use",a small piece of code released to fix bugs or security vulnerabilities in existing software,C,"a EULA (End User License Agreement) is: a legal contract between a software provider and the user, outlining terms of use",Software,Software Basics
What type of file typically has the extension '.csv'?,a Portable Document Format file,"a Comma-Separated Values file, often used for spreadsheet data",a compressed image file (JPEG format),a disc image file,B,"A file with the extension '.csv' is typically a Comma-Separated Values file, often used for spreadsheet data.",Software,File Formats
"Fill in the blank: ______ refers to ""a data structure that stores a collection of elements, typically of the same type, in a contiguous block of memory"".",JavaScript,data serialization,an array,a binary tree,C,"an array refers to: a data structure that stores a collection of elements, typically of the same type, in a contiguous block of memory",Software,Programming
"Which term matches this description: ""a document that records all notable changes made to a software project over time""?",pull requests (in Git),a changelog,a code repository's README file,a staging environment,B,The description matches a changelog: a document that records all notable changes made to a software project over time,Software,Software Development
What type of file typically has the extension '.txt'?,a Microsoft Excel spreadsheet,a file that records events or messages generated by software,a plain text file,a stylesheet file used to style web pages,C,A file with the extension '.txt' is typically a plain text file.,Software,File Formats
Which statement correctly describes a compiler?,a searching algorithm that finds the position of a target value within a sorted array by repeatedly dividing the search interval in half,"a programming paradigm based on the concept of objects, which contain data and methods",a value in a program that does not change during execution,a program that translates source code written in a high-level programming language into machine code,D,"By definition, a compiler is: a program that translates source code written in a high-level programming language into machine code",Software,Programming
What is middleware?,"a tool that automates the process of installing, upgrading, and managing software packages, such as npm or pip","software distributed on a trial basis, often requiring payment for continued or full use",software that acts as a bridge between an operating system or database and applications,a type of malware that self-replicates and spreads across networks without needing to attach to a host program,C,middleware is: software that acts as a bridge between an operating system or database and applications,Software,Software Basics
What is a stored procedure?,a set of SQL statements saved in a database that can be executed as a single unit,"a type of database that organises data into tables with rows and columns, linked by relationships","software designed to help users perform specific tasks, such as word processors or web browsers",the process of converting data into a coded format to prevent unauthorised access,A,a stored procedure is: a set of SQL statements saved in a database that can be executed as a single unit,Software,Software Basics
Which statement correctly describes a computer virus?,a package manager used to install and manage software packages written in Python,a type of malware that attaches itself to legitimate programs and replicates when the program is executed,a type of software embedded directly into hardware devices to control their basic functions,the process of organising data to reduce redundancy and improve data integrity,B,"By definition, a computer virus is: a type of malware that attaches itself to legitimate programs and replicates when the program is executed",Software,Software Basics
"Which term matches this description: ""software that allows an operating system to communicate with and control a hardware device""?",multitasking in an OS,a file system,a device driver,Windows,C,The description matches a device driver: software that allows an operating system to communicate with and control a hardware device,Software,Operating Systems
"Which term matches this description: ""a fixed, short period of time during which a specific set of work must be completed and reviewed""?",Visual Studio Code,a sprint (in Scrum),a sandbox environment,a merge conflict,B,"The description matches a sprint (in Scrum): a fixed, short period of time during which a specific set of work must be completed and reviewed",Software,Software Development
"Fill in the blank: ______ refers to ""a type of database designed for storing unstructured or semi-structured data, unlike traditional relational databases"".",a database,a NoSQL database,an add-on,cloud computing,B,"a NoSQL database refers to: a type of database designed for storing unstructured or semi-structured data, unlike traditional relational databases",Software,Software Basics
What does the keyboard shortcut 'Ctrl+W' typically do?,Switch between open tabs in a browser,Open a new tab in a web browser,Move cursor to the beginning of a document,Close the current window or tab,D,'Ctrl+W' is used to close the current window or tab.,Software,Keyboard Shortcuts
Which statement correctly describes Python?,"the process of converting data structures or objects into a format that can be stored or transmitted, such as JSON","a high-level, general-purpose programming language known for its readability and wide use in data science and web development",a value in a program that does not change during execution,the ability of different objects to respond to the same function call in different ways,B,"By definition, Python is: a high-level, general-purpose programming language known for its readability and wide use in data science and web development",Software,Programming
Which statement correctly describes Git?,"an Agile framework for managing software development work, organised into sprints","a tool used to log, track, and manage software bugs throughout the development process",a distributed version control system used to track changes in source code during software development,"the process of converting source code into a standalone, executable software artefact",C,"By definition, Git is: a distributed version control system used to track changes in source code during software development",Software,Software Development
"Which term matches this description: ""any individual or group with an interest in or affected by a software project's outcome""?",a build in software development,a patch,a fork (in version control),the term 'stakeholder' in software projects,D,The description matches the term 'stakeholder' in software projects: any individual or group with an interest in or affected by a software project's outcome,Software,Software Development
"Which term matches this description: ""a tool that analyses source code to flag programming errors, bugs, and stylistic issues""?",continuous testing,a linter,a product backlog,a build in software development,B,"The description matches a linter: a tool that analyses source code to flag programming errors, bugs, and stylistic issues",Software,Software Development
Which statement correctly describes a class in OOP?,"a widely used, class-based, object-oriented programming language designed to be platform-independent","a blueprint or template used to create objects, defining their properties and behaviours",a data structure that maps keys to values using a hash function for efficient data retrieval,a diagram that represents a process or algorithm using various symbols connected by arrows,B,"By definition, a class in OOP is: a blueprint or template used to create objects, defining their properties and behaviours",Software,Programming
"Which term matches this description: ""a cloud computing model that provides virtualised computing resources over the internet""?",a software license,a database,a firewall (software),IaaS (Infrastructure as a Service),D,The description matches IaaS (Infrastructure as a Service): a cloud computing model that provides virtualised computing resources over the internet,Software,Software Basics
What is software testing?,a document that records all notable changes made to a software project over time,"the practice of creating clear, structured documentation for technical products, such as user manuals","the process of restructuring existing code without changing its external behaviour, to improve readability or performance",the process of evaluating software to identify defects and ensure it meets requirements,D,software testing is: the process of evaluating software to identify defects and ensure it meets requirements,Software,Software Development
"Fill in the blank: ______ refers to ""the systematic examination of source code by peers to identify bugs and improve quality"".",an IDE (Integrated Development Environment),a code review,GitHub,Agile methodology,B,a code review refers to: the systematic examination of source code by peers to identify bugs and improve quality,Software,Software Development
Which statement correctly describes hard-coding?,a searching algorithm that finds the position of a target value within a sorted array by repeatedly dividing the search interval in half,"a data structure consisting of a sequence of nodes, where each node points to the next node in the sequence","a programming paradigm based on the concept of objects, which contain data and methods",the practice of embedding data directly into source code rather than obtaining it from an external source or configuration,D,"By definition, hard-coding is: the practice of embedding data directly into source code rather than obtaining it from an external source or configuration",Software,Programming
"Which term matches this description: ""a linear data structure that follows the First-In-First-Out (FIFO) principle""?",Big O notation,a queue (data structure),a function in programming,a linked list,B,The description matches a queue (data structure): a linear data structure that follows the First-In-First-Out (FIFO) principle,Software,Programming
Which statement correctly describes a content delivery network (CDN)?,"malicious software designed to damage, disrupt, or gain unauthorised access to computer systems","a popular NoSQL database that stores data in flexible, JSON-like documents",a distributed network of servers that delivers web content to users based on their geographic location,"a small-sized value derived from a block of data, used to detect errors introduced during transmission or storage",C,"By definition, a content delivery network (CDN) is: a distributed network of servers that delivers web content to users based on their geographic location",Software,Software Basics
What is a constant in programming?,a programming construct that repeats a block of code multiple times based on a condition,a value in a program that does not change during execution,an error detected during the compilation process that prevents source code from being converted into an executable program,"an algorithm that arranges elements of a list in a certain order, such as ascending or descending",B,a constant in programming is: a value in a program that does not change during execution,Software,Programming
