Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
What is a hamburger menu?,a popular JavaScript framework developed by Google for building dynamic web applications,"a navigation icon consisting of three horizontal lines, commonly used to toggle a menu on mobile websites","a technique where a web page's content is generated in the browser using JavaScript, after the initial page load","the practice of building the visual, user-facing parts of a website or web application",B,"a hamburger menu is: a navigation icon consisting of three horizontal lines, commonly used to toggle a menu on mobile websites",Web Development,Frontend
What is a staging environment (in web development)?,"a testing environment that closely mirrors a live website, used to test changes before public release","the address used to locate a specific resource, such as a web page, on the internet",the practice of automatically releasing code changes to a live website after passing automated tests,"to visually represent a website in browser tabs, bookmarks, and history",A,"a staging environment (in web development) is: a testing environment that closely mirrors a live website, used to test changes before public release",Web Development,General Web Development
"Fill in the blank: ______ refers to ""the visible area of a web page within a user's browser window, which varies by device"".",CSS transform,the viewport (in web design),web font loading,a sticky header (in web design),B,"the viewport (in web design) refers to: the visible area of a web page within a user's browser window, which varies by device",Web Development,CSS
"Fill in the blank: ______ refers to ""a tool that combines templates with data to generate dynamic HTML output on the server side"".",SQL injection,a PUT request,cross-site request forgery (CSRF),a template engine,D,a template engine refers to: a tool that combines templates with data to generate dynamic HTML output on the server side,Web Development,Backend
Which statement correctly describes an HTTP status code?,"an HTTP method used to send data to a server, often to create a new resource",a three-digit code returned by a server indicating the result of a client's request,interfaces provided by a backend server that allow client applications to request and send data,"an HTTP method used to request data from a specified resource, without modifying it",B,"By definition, an HTTP status code is: a three-digit code returned by a server indicating the result of a client's request",Web Development,Backend
"Fill in the blank: ______ refers to ""a browser tool used by developers to view logged messages, errors, and test code interactively"".",Node.js,the JavaScript console,the 'this' keyword (in JavaScript),an arrow function (in JavaScript),B,"the JavaScript console refers to: a browser tool used by developers to view logged messages, errors, and test code interactively",Web Development,JavaScript
"Fill in the blank: ______ refers to ""a utility-first CSS framework that provides low-level classes for building custom designs directly in HTML"".",a CSS pseudo-element,Tailwind CSS,CSS variables (custom properties),the :hover pseudo-class,B,Tailwind CSS refers to: a utility-first CSS framework that provides low-level classes for building custom designs directly in HTML,Web Development,CSS
"Which term matches this description: ""an HTML element that contains the visible content of a web page""?",a favicon.ico file's history,ARIA (Accessible Rich Internet Applications),the <body> tag,a favicon's file placement convention,C,The description matches the <body> tag: an HTML element that contains the visible content of a web page,Web Development,HTML
What is the purpose of the CSS property 'color'?,setting the text colour of an element,specifying the typeface used for text within an element,specifying what happens when content overflows an element's box,setting the width of an element,A,The 'color' CSS property is used for setting the text colour of an element.,Web Development,CSS Properties
What is the purpose of the CSS property 'flex-direction'?,specifying the typeface used for text within an element,specifying the direction in which flex items are placed within a flex container,"adding decorative lines to text, such as underline or strikethrough",setting the background colour of an element,B,The 'flex-direction' CSS property is used for specifying the direction in which flex items are placed within a flex container.,Web Development,CSS Properties
"Fill in the blank: ______ refers to ""a syntax that allows unpacking values from arrays or properties from objects into distinct variables"".",destructuring (in JavaScript),event delegation (in JavaScript),the map() array method,event bubbling (in JavaScript),A,destructuring (in JavaScript) refers to: a syntax that allows unpacking values from arrays or properties from objects into distinct variables,Web Development,JavaScript
What is a favicon's alternative formats?,"the use of HTML elements that convey meaning about their content, such as <header>, <article>, and <footer>",an HTML tag used to indicate the preferred version of a web page when duplicate content exists,modern websites often provide multiple favicon sizes and formats for different devices and browsers,"a component of a web page defined by an opening tag, content, and a closing tag",C,a favicon's alternative formats is: modern websites often provide multiple favicon sizes and formats for different devices and browsers,Web Development,HTML
"Fill in the blank: ______ refers to ""a security vulnerability where malicious SQL code is inserted into a query, potentially compromising a database"".",SQL injection,an HTTP status code,a load balancer,a session (in web development),A,"SQL injection refers to: a security vulnerability where malicious SQL code is inserted into a query, potentially compromising a database",Web Development,Backend
What is a transaction (in databases)?,"a sequence of database operations treated as a single unit, ensuring all operations succeed or none do","a technique used to maintain a cache of database connections that can be reused, improving performance",a technique that allows developers to interact with a database using objects instead of writing raw SQL queries,"a technique that splits a large database into smaller, more manageable pieces distributed across multiple servers",A,"a transaction (in databases) is: a sequence of database operations treated as a single unit, ensuring all operations succeed or none do",Web Development,Databases
Which statement correctly describes two-factor authentication (2FA)?,the percentage of visitors who navigate away from a website after viewing only one page,"a technique that delays loading of non-critical resources, such as images, until they are needed",a security process requiring two different forms of identification before granting access to an account,the practice of ensuring a website functions correctly across different web browsers,C,"By definition, two-factor authentication (2FA) is: a security process requiring two different forms of identification before granting access to an account",Web Development,General Web Development
What is an SSL certificate?,the process of reducing image file sizes to improve website loading speed without significant quality loss,"a digital certificate that enables encrypted, secure communication between a browser and a website (HTTPS)",a file placed on a website that instructs search engine crawlers which pages should or should not be indexed,"software that allows users to create, manage, and modify website content without specialised technical knowledge",B,"an SSL certificate is: a digital certificate that enables encrypted, secure communication between a browser and a website (HTTPS)",Web Development,General Web Development
"Which term matches this description: ""a JavaScript array method that creates a new array by applying a function to each element of an existing array""?",the map() array method,the spread operator (in JavaScript),the fetch API,a JavaScript function,A,The description matches the map() array method: a JavaScript array method that creates a new array by applying a function to each element of an existing array,Web Development,JavaScript
"Which term matches this description: ""a file that lists a website's pages, helping search engines understand its structure""?",a sitemap,an environment file (.env),minification (in web development),a favicon's role in bookmarking,A,"The description matches a sitemap: a file that lists a website's pages, helping search engines understand its structure",Web Development,General Web Development
Which statement correctly describes caching (in web development)?,the practice of storing copies of files or data temporarily to reduce load times and server requests,"the practice of tracking and managing changes to a website's codebase over time, often using Git",a developer skilled in both frontend and backend web development,"a set of built-in tools in web browsers used to inspect, debug, and test web page code",A,"By definition, caching (in web development) is: the practice of storing copies of files or data temporarily to reduce load times and server requests",Web Development,General Web Development
Which statement correctly describes WebSockets?,"a message sent by a server back to a client, containing the requested data or status information",a device or software that distributes incoming network traffic across multiple servers to ensure reliability,a popular open-source web server known for its high performance and use as a reverse proxy,"a communication protocol that provides full-duplex communication channels over a single, long-lived connection",D,"By definition, WebSockets is: a communication protocol that provides full-duplex communication channels over a single, long-lived connection",Web Development,Backend
"Fill in the blank: ______ refers to ""a superset of JavaScript that adds static typing, developed and maintained by Microsoft"".",closures (in JavaScript),event bubbling (in JavaScript),a webpack (bundler),TypeScript,D,"TypeScript refers to: a superset of JavaScript that adds static typing, developed and maintained by Microsoft",Web Development,JavaScript
Which statement correctly describes a design system (in web development)?,"the practice of building the visual, user-facing parts of a website or web application",a popular JavaScript library developed by Meta for building user interfaces using reusable components,a collection of reusable components and standards used to maintain consistency across a website or application,"a navigation icon consisting of three horizontal lines, commonly used to toggle a menu on mobile websites",C,"By definition, a design system (in web development) is: a collection of reusable components and standards used to maintain consistency across a website or application",Web Development,Frontend
What is a favicon's purpose?,a secure version of HTTP that encrypts data transmitted between a browser and a website,"the address used to locate a specific resource, such as a web page, on the internet",a system that translates human-readable domain names into IP addresses used by computers,"to visually represent a website in browser tabs, bookmarks, and history",D,"a favicon's purpose is: to visually represent a website in browser tabs, bookmarks, and history",Web Development,General Web Development
"Which term matches this description: ""a server that sits in front of web servers, forwarding client requests and often providing load balancing or caching""?",a reverse proxy,HTTP/2,a webhook (in web development),the 200 status code,A,"The description matches a reverse proxy: a server that sits in front of web servers, forwarding client requests and often providing load balancing or caching",Web Development,Backend
What does HTTP status code 408 mean?,Request Timeout — the server timed out waiting for the request,Not Found — the requested resource could not be found on the server,Not Modified — the resource has not changed since the last request,Too Many Requests — the user has sent too many requests in a given time,A,HTTP 408: Request Timeout — the server timed out waiting for the request.,Web Development,HTTP Status Codes
Which HTML tag is used for creating a form for collecting user input?,<textarea>,<hr>,<form>,<article>,C,<form> is used for creating a form for collecting user input.,Web Development,HTML Tags
Which statement correctly describes hoisting (in JavaScript)?,"a runtime environment that allows JavaScript to be executed outside a web browser, often used for server-side development","a superset of JavaScript that adds static typing, developed and maintained by Microsoft",a behaviour where variable and function declarations are moved to the top of their scope before code execution,a feature where an inner function retains access to variables from its outer function's scope even after the outer function has finished executing,C,"By definition, hoisting (in JavaScript) is: a behaviour where variable and function declarations are moved to the top of their scope before code execution",Web Development,JavaScript
What is a Promise (in JavaScript)?,a reusable piece of code that can be exported from one file and imported into another,an object representing the eventual completion or failure of an asynchronous operation,"a browser tool used by developers to view logged messages, errors, and test code interactively",a syntax that allows unpacking values from arrays or properties from objects into distinct variables,B,a Promise (in JavaScript) is: an object representing the eventual completion or failure of an asynchronous operation,Web Development,JavaScript
"Fill in the blank: ______ refers to ""a collection of reusable components and standards used to maintain consistency across a website or application"".",a single-page application (SPA),a design system (in web development),React,JSX (in React),B,a design system (in web development) refers to: a collection of reusable components and standards used to maintain consistency across a website or application,Web Development,Frontend
"Fill in the blank: ______ refers to ""interfaces provided by a backend server that allow client applications to request and send data"".",API versioning,server-side APIs,the 200 status code,WebSockets,B,server-side APIs refers to: interfaces provided by a backend server that allow client applications to request and send data,Web Development,Backend
What is a domain name?,"a human-readable address used to identify a website on the internet, such as 'example.com'","a testing environment that closely mirrors a live website, used to test changes before public release","the address used to locate a specific resource, such as a web page, on the internet","to visually represent a website in browser tabs, bookmarks, and history",A,"a domain name is: a human-readable address used to identify a website on the internet, such as 'example.com'",Web Development,General Web Development
"Which term matches this description: ""a distributed network of servers that delivers web content to users based on their geographic location, improving speed""?",a robots.txt file,a favicon's typical file format,web page latency,a CDN (Content Delivery Network),D,"The description matches a CDN (Content Delivery Network): a distributed network of servers that delivers web content to users based on their geographic location, improving speed",Web Development,General Web Development
What is WordPress?,a popular open-source content management system used to build and manage websites,"software that allows users to create, manage, and modify website content without specialised technical knowledge",the process by which search engines crawl and store information about web pages to include them in search results,the practice of automatically releasing code changes to a live website after passing automated tests,A,WordPress is: a popular open-source content management system used to build and manage websites,Web Development,General Web Development
Which statement correctly describes a CSS combinator?,"a CSS selector that targets a single element with a specific ID attribute, denoted by a hash symbol",a design approach ensuring web pages render well across a variety of devices and screen sizes,"the visible area of a web page within a user's browser window, which varies by device","a symbol in a CSS selector that defines the relationship between multiple selectors, such as descendant or child",D,"By definition, a CSS combinator is: a symbol in a CSS selector that defines the relationship between multiple selectors, such as descendant or child",Web Development,CSS
What is the purpose of the HTML tag <section>?,"providing metadata about an HTML document, such as character encoding",defining a label for a form input element,defining a thematic grouping of content within a document,creating an ordered (numbered) list,C,The <section> tag is used for defining a thematic grouping of content within a document.,Web Development,HTML Tags
"Which HTML tag is used for indicating emphasised text, typically displayed in italics?",<em>,<br>,<nav>,<hr>,A,"<em> is used for indicating emphasised text, typically displayed in italics.",Web Development,HTML Tags
What does HTTP status code 304 mean?,Found — the requested resource has been temporarily moved to a different URL,Not Modified — the resource has not changed since the last request,Gateway Timeout — the server did not receive a timely response from an upstream server,Internal Server Error — the server encountered an unexpected condition,B,HTTP 304: Not Modified — the resource has not changed since the last request.,Web Development,HTTP Status Codes
Which HTML tag is used for creating a table for displaying tabular data?,<meta>,<table>,<label>,<h1> to <h6>,B,<table> is used for creating a table for displaying tabular data.,Web Development,HTML Tags
"Fill in the blank: ______ refers to ""the practice of building the server-side logic, databases, and application architecture behind a website"".",backend development,OAuth,an HTTP response,a PUT request,A,"backend development refers to: the practice of building the server-side logic, databases, and application architecture behind a website",Web Development,Backend
What is the purpose of the CSS property 'text-align'?,setting the horizontal alignment of text within an element,setting the text colour of an element,specifying the typeface used for text within an element,setting the space between an element's content and its border,A,The 'text-align' CSS property is used for setting the horizontal alignment of text within an element.,Web Development,CSS Properties
What is template literals (in JavaScript)?,a JavaScript array method that creates a new array containing only elements that pass a specified test,"a runtime environment that allows JavaScript to be executed outside a web browser, often used for server-side development",a feature that allows embedding expressions within strings using backticks and ${} syntax,a JavaScript array method that creates a new array by applying a function to each element of an existing array,C,template literals (in JavaScript) is: a feature that allows embedding expressions within strings using backticks and ${} syntax,Web Development,JavaScript
What is an HTTP status code?,interfaces provided by a backend server that allow client applications to request and send data,a popular open-source web server known for its high performance and use as a reverse proxy,a security vulnerability that tricks a user into performing unwanted actions on a web application in which they're authenticated,a three-digit code returned by a server indicating the result of a client's request,D,an HTTP status code is: a three-digit code returned by a server indicating the result of a client's request,Web Development,Backend
"Fill in the blank: ______ refers to ""a browser security feature that controls how resources can be requested from a different domain than the one serving the page"".",CORS (Cross-Origin Resource Sharing),Flask,WebSockets,cross-site request forgery (CSRF),A,CORS (Cross-Origin Resource Sharing) refers to: a browser security feature that controls how resources can be requested from a different domain than the one serving the page,Web Development,Backend
"Fill in the blank: ______ refers to ""a keyword added to a selector that styles a specific part of an element, such as ::before or ::after"".",Bootstrap,a breakpoint (in responsive design),the box-sizing CSS property,a CSS pseudo-element,D,"a CSS pseudo-element refers to: a keyword added to a selector that styles a specific part of an element, such as ::before or ::after",Web Development,CSS
Which CSS property is used for rounding the corners of an element's border?,z-index,padding,font-weight,border-radius,D,'border-radius' is used for rounding the corners of an element's border.,Web Development,CSS Properties
Which statement correctly describes an HTML tag?,meta tags that control how a web page's content appears when shared on social media platforms,an HTML element used to create hyperlinks to other web pages or resources,"an HTML component used to collect user input, such as text fields, checkboxes, or buttons",a keyword enclosed in angle brackets used to define the structure and elements of a web page,D,"By definition, an HTML tag is: a keyword enclosed in angle brackets used to define the structure and elements of a web page",Web Development,HTML
"Fill in the blank: ______ refers to ""a device or software that distributes incoming network traffic across multiple servers to ensure reliability"".",Node.js's Express framework,a load balancer,the 200 status code,a GET request,B,a load balancer refers to: a device or software that distributes incoming network traffic across multiple servers to ensure reliability,Web Development,Backend
What does HTTP status code 302 mean?,Moved Permanently — the requested resource has been permanently moved to a new URL,Found — the requested resource has been temporarily moved to a different URL,No Content — the request succeeded but there is no content to return,Too Many Requests — the user has sent too many requests in a given time,B,HTTP 302: Found — the requested resource has been temporarily moved to a different URL.,Web Development,HTTP Status Codes
What is the purpose of the CSS property 'padding'?,setting the space between an element's content and its border,setting the boldness of text within an element,setting the size of the text within an element,"adding decorative lines to text, such as underline or strikethrough",A,The 'padding' CSS property is used for setting the space between an element's content and its border.,Web Development,CSS Properties
"Fill in the blank: ______ refers to ""a widely used open-source web server software"".",HTTP/2,PHP (in web development),Apache HTTP Server,a cookie (in web development),C,Apache HTTP Server refers to: a widely used open-source web server software,Web Development,Backend
What is Bootstrap?,the process by which browsers determine which CSS rule applies when multiple rules could apply to the same element,"a popular open-source CSS framework used to build responsive, mobile-first websites","a technique used to gradually change the style of an element over time, without requiring JavaScript",a stylesheet language used to describe the visual presentation of a document written in HTML,B,"Bootstrap is: a popular open-source CSS framework used to build responsive, mobile-first websites",Web Development,CSS
Which statement correctly describes CORS (Cross-Origin Resource Sharing)?,"an HTTP method used to request data from a specified resource, without modifying it",an HTTP method used to remove a specified resource from a server,a browser security feature that controls how resources can be requested from a different domain than the one serving the page,"software that sits between a web server and application, processing requests before they reach their final destination",C,"By definition, CORS (Cross-Origin Resource Sharing) is: a browser security feature that controls how resources can be requested from a different domain than the one serving the page",Web Development,Backend
What is the cascade (in CSS)?,the practice of arranging and styling text on web pages for readability and visual appeal,a popular CSS file that makes built-in browser styling more consistent across different browsers,"a keyword added to a selector that specifies a special state of an element, such as :hover",the process by which browsers determine which CSS rule applies when multiple rules could apply to the same element,D,the cascade (in CSS) is: the process by which browsers determine which CSS rule applies when multiple rules could apply to the same element,Web Development,CSS
What is semantic HTML?,"the use of HTML elements that convey meaning about their content, such as <header>, <article>, and <footer>",an HTML tag used to indicate the preferred version of a web page when duplicate content exists,commonly placed in the root directory of a website and linked in the HTML <head> section,an HTML element used to embed images into a web page,A,"semantic HTML is: the use of HTML elements that convey meaning about their content, such as <header>, <article>, and <footer>",Web Development,HTML
What is SEO (Search Engine Optimisation)?,the process of reducing image file sizes to improve website loading speed without significant quality loss,"a file used to store configuration variables, such as API keys, outside of a project's source code","a website that generates content in real time, often based on user interaction or database queries",the practice of improving a website to increase its visibility in search engine results,D,SEO (Search Engine Optimisation) is: the practice of improving a website to increase its visibility in search engine results,Web Development,General Web Development
"Which term matches this description: ""a technique that allows developers to interact with a database using objects instead of writing raw SQL queries""?",connection pooling (in databases),a database query,database sharding,an ORM (Object-Relational Mapping) in web development,D,The description matches an ORM (Object-Relational Mapping) in web development: a technique that allows developers to interact with a database using objects instead of writing raw SQL queries,Web Development,Databases
Which statement correctly describes Django?,a tool that combines templates with data to generate dynamic HTML output on the server side,"an automated HTTP callback triggered by a specific event, sending data to another application in real time","software that sits between a web server and application, processing requests before they reach their final destination","a high-level Python web framework that encourages rapid development and clean, pragmatic design",D,"By definition, Django is: a high-level Python web framework that encourages rapid development and clean, pragmatic design",Web Development,Backend
What is HTML (HyperText Markup Language)?,a generic inline HTML container element used to style small portions of text or content,"a component of a web page defined by an opening tag, content, and a closing tag","the practice of using HTML markup that conveys the meaning of content, improving accessibility and SEO",the standard markup language used to create and structure content on web pages,D,HTML (HyperText Markup Language) is: the standard markup language used to create and structure content on web pages,Web Development,HTML
What is CSS Grid?,"margin creates space outside an element's border, while padding creates space inside it, between content and border",a design approach that begins with designing for the smallest screen size before scaling up to larger screens,a two-dimensional CSS layout system that allows for arranging content into rows and columns,the practice of arranging and styling text on web pages for readability and visual appeal,C,CSS Grid is: a two-dimensional CSS layout system that allows for arranging content into rows and columns,Web Development,CSS
Which CSS property is used for setting the border around an element?,visibility,border,margin,height,B,'border' is used for setting the border around an element.,Web Development,CSS Properties
Which statement correctly describes the useEffect hook (in React)?,"a React hook that allows functional components to perform side effects, such as data fetching","a technique where a web page's content is generated in the browser using JavaScript, after the initial page load",a progressive JavaScript framework used for building user interfaces and single-page applications,the practice of managing and tracking data that changes over time within an application,A,"By definition, the useEffect hook (in React) is: a React hook that allows functional components to perform side effects, such as data fetching",Web Development,Frontend
"Fill in the blank: ______ refers to ""modern websites often provide multiple favicon sizes and formats for different devices and browsers"".",a favicon's dimensions,the <img> tag,a favicon's alternative formats,the <div> tag,C,a favicon's alternative formats refers to: modern websites often provide multiple favicon sizes and formats for different devices and browsers,Web Development,HTML
Which statement correctly describes frontend development?,a special function that lets developers use state and other React features in functional components,a popular JavaScript framework developed by Google for building dynamic web applications,"the practice of building the visual, user-facing parts of a website or web application",a standard library used to handle routing in React applications,C,"By definition, frontend development is: the practice of building the visual, user-facing parts of a website or web application",Web Development,Frontend
Which statement correctly describes Vue.js?,"a navigation icon consisting of three horizontal lines, commonly used to toggle a menu on mobile websites",a syntax extension for JavaScript that allows writing HTML-like code within React components,a special function that lets developers use state and other React features in functional components,a progressive JavaScript framework used for building user interfaces and single-page applications,D,"By definition, Vue.js is: a progressive JavaScript framework used for building user interfaces and single-page applications",Web Development,Frontend
"Fill in the blank: ______ refers to ""structured, version-controlled changes made to a database schema over time as an application evolves"".",database indexing,a database query,database sharding,database migrations,D,"database migrations refers to: structured, version-controlled changes made to a database schema over time as an application evolves",Web Development,Databases
What is the purpose of the HTML tag <table>?,creating a table for displaying tabular data,defining a standard data cell within an HTML table,inserting a single line break,"defining headings, with <h1> being the most important and <h6> the least",A,The <table> tag is used for creating a table for displaying tabular data.,Web Development,HTML Tags
Which statement correctly describes template literals (in JavaScript)?,"a syntax that allows an iterable to be expanded into individual elements, denoted by three dots (...)","a concise syntax for writing functions in JavaScript, introduced in ES6",a feature that allows embedding expressions within strings using backticks and ${} syntax,"a runtime environment that allows JavaScript to be executed outside a web browser, often used for server-side development",C,"By definition, template literals (in JavaScript) is: a feature that allows embedding expressions within strings using backticks and ${} syntax",Web Development,JavaScript
What is database replication?,"a technique that splits a large database into smaller, more manageable pieces distributed across multiple servers","the structure that defines how data is organised within a database, including tables, fields, and relationships",the process of copying data from one database server to another to improve availability and reliability,"a unique identifier for each record in a database table, ensuring no duplicate entries",C,database replication is: the process of copying data from one database server to another to improve availability and reliability,Web Development,Databases
Which statement correctly describes the :hover pseudo-class?,a CSS selector that applies styles to an element when a user's mouse pointer is over it,"the process of downloading and displaying custom typefaces on a website, which can affect page load performance","a technique used to gradually change the style of an element over time, without requiring JavaScript","the visible area of a web page within a user's browser window, which varies by device",A,"By definition, the :hover pseudo-class is: a CSS selector that applies styles to an element when a user's mouse pointer is over it",Web Development,CSS
"Fill in the blank: ______ refers to ""reusable values defined in CSS that can be referenced throughout a stylesheet using the var() function"".",Tailwind CSS,mobile-first design,CSS variables (custom properties),a pseudo-class (in CSS),C,CSS variables (custom properties) refers to: reusable values defined in CSS that can be referenced throughout a stylesheet using the var() function,Web Development,CSS
"Fill in the blank: ______ refers to ""software that handles HTTP requests and serves web content to clients, such as Apache or Nginx"".",Nginx,server-side APIs,a web server,Apache HTTP Server,C,"a web server refers to: software that handles HTTP requests and serves web content to clients, such as Apache or Nginx",Web Development,Backend
Which statement correctly describes an HTTP request?,a query language for APIs that allows clients to request exactly the data they need,"an HTTP method used to request data from a specified resource, without modifying it","a message sent by a client to a server, requesting a specific action or resource","a high-level Python web framework that encourages rapid development and clean, pragmatic design",C,"By definition, an HTTP request is: a message sent by a client to a server, requesting a specific action or resource",Web Development,Backend
"Fill in the blank: ______ refers to ""a widely used server-side scripting language designed for web development"".",PHP (in web development),a session (in web development),an HTTP response,Apache HTTP Server,A,PHP (in web development) refers to: a widely used server-side scripting language designed for web development,Web Development,Backend
What is a single-page application (SPA)?,a predictable state management library commonly used with React applications,"the practice of building the visual, user-facing parts of a website or web application",a web application that dynamically updates content on a single page without requiring full page reloads,"a software design approach where a user interface is built from small, independent, reusable pieces",C,a single-page application (SPA) is: a web application that dynamically updates content on a single page without requiring full page reloads,Web Development,Frontend
What is the purpose of the HTML tag <a>?,defining a section of navigation links,defining a paragraph of text,creating an unordered (bulleted) list,creating a hyperlink to another page or resource,D,The <a> tag is used for creating a hyperlink to another page or resource.,Web Development,HTML Tags
Which statement correctly describes a CSS transition?,"margin creates space outside an element's border, while padding creates space inside it, between content and border",a stylesheet used to remove browser default styling inconsistencies before applying custom styles,a technique used to smoothly change a CSS property value over a specified duration,the practice of arranging and styling text on web pages for readability and visual appeal,C,"By definition, a CSS transition is: a technique used to smoothly change a CSS property value over a specified duration",Web Development,CSS
"Which term matches this description: ""typically shown to the left of a page's title in the browser tab, helping users identify the site visually""?",the <div> tag,a favicon's browser tab display,the <head> tag,semantic HTML,B,"The description matches a favicon's browser tab display: typically shown to the left of a page's title in the browser tab, helping users identify the site visually",Web Development,HTML
What is the 200 status code?,an HTTP status code indicating that a request has succeeded,"a header that indicates the media type of the resource being sent, such as text/html or application/json",a major revision of the HTTP protocol that improves performance through features like multiplexing and header compression,a widely used server-side scripting language designed for web development,A,the 200 status code is: an HTTP status code indicating that a request has succeeded,Web Development,Backend
"Fill in the blank: ______ refers to ""an HTTP status code indicating that the requested resource could not be found on the server"".",OAuth,the 404 status code,Node.js's Express framework,API versioning,B,the 404 status code refers to: an HTTP status code indicating that the requested resource could not be found on the server,Web Development,Backend
"Which term matches this description: ""a tool used to bundle JavaScript files and other assets into optimised packages for deployment""?",a JavaScript variable,a Promise (in JavaScript),a webpack (bundler),the fetch API,C,The description matches a webpack (bundler): a tool used to bundle JavaScript files and other assets into optimised packages for deployment,Web Development,JavaScript
"Fill in the blank: ______ refers to ""a security vulnerability that tricks a user into performing unwanted actions on a web application in which they're authenticated"".",HTTP headers,cross-site request forgery (CSRF),the 500 status code,a RESTful API,B,cross-site request forgery (CSRF) refers to: a security vulnerability that tricks a user into performing unwanted actions on a web application in which they're authenticated,Web Development,Backend
What is props (in React)?,a popular JavaScript framework developed by Google for building dynamic web applications,"short for 'properties', data passed from a parent component to a child component in React","a technique where a web page's content is generated in the browser using JavaScript, after the initial page load",a progressive JavaScript framework used for building user interfaces and single-page applications,B,"props (in React) is: short for 'properties', data passed from a parent component to a child component in React",Web Development,Frontend
"Which term matches this description: ""the percentage of visitors who navigate away from a website after viewing only one page""?",web accessibility,web page bounce rate,minification (in web development),web page latency,B,The description matches web page bounce rate: the percentage of visitors who navigate away from a website after viewing only one page,Web Development,General Web Development
What is the purpose of the HTML tag <input>?,"linking an external resource, such as a CSS stylesheet, to a document",creating an input field for user data entry,"defining footer content for a page or section, such as copyright information","indicating text with strong importance, typically displayed in bold",B,The <input> tag is used for creating an input field for user data entry.,Web Development,HTML Tags
What is a database query?,"a technique that splits a large database into smaller, more manageable pieces distributed across multiple servers","a request made to a database to retrieve, insert, update, or delete data","structured, version-controlled changes made to a database schema over time as an application evolves","the structure that defines how data is organised within a database, including tables, fields, and relationships",B,"a database query is: a request made to a database to retrieve, insert, update, or delete data",Web Development,Databases
What is a call-to-action (CTA)?,"a prompt on a website that encourages users to take a specific action, such as 'Sign Up' or 'Buy Now'",the practice of improving a website to increase its visibility in search engine results,the process of reducing image file sizes to improve website loading speed without significant quality loss,helping users visually identify a bookmarked site in their browser's bookmark list,A,"a call-to-action (CTA) is: a prompt on a website that encourages users to take a specific action, such as 'Sign Up' or 'Buy Now'",Web Development,General Web Development
"Fill in the blank: ______ refers to ""a testing environment that closely mirrors a live website, used to test changes before public release"".",a staging environment (in web development),A/B testing (in web development),a favicon's typical file format,version control in web development,A,"a staging environment (in web development) refers to: a testing environment that closely mirrors a live website, used to test changes before public release",Web Development,General Web Development
"Which term matches this description: ""a JavaScript array method that creates a new array containing only elements that pass a specified test""?",the filter() array method,npm (Node Package Manager),strict mode (in JavaScript),AJAX (Asynchronous JavaScript and XML),A,The description matches the filter() array method: a JavaScript array method that creates a new array containing only elements that pass a specified test,Web Development,JavaScript
What is a JavaScript event listener?,a technique of attaching a single event listener to a parent element to manage events for its child elements,"a function that waits for a specific event, such as a click, and executes code in response",a JavaScript array method that creates a new array containing only elements that pass a specified test,"a syntax that allows an iterable to be expanded into individual elements, denoted by three dots (...)",B,"a JavaScript event listener is: a function that waits for a specific event, such as a click, and executes code in response",Web Development,JavaScript
Which HTTP status code corresponds to: 'Method Not Allowed'?,403,400,405,200,C,HTTP 405: Method Not Allowed — the request method is not supported for the requested resource.,Web Development,HTTP Status Codes
"Fill in the blank: ______ refers to ""a security process requiring two different forms of identification before granting access to an account"".",two-factor authentication (2FA),web page indexing (by search engines),a wireframe (in web design),a domain name,A,two-factor authentication (2FA) refers to: a security process requiring two different forms of identification before granting access to an account,Web Development,General Web Development
"Which term matches this description: ""an automated HTTP callback triggered by a specific event, sending data to another application in real time""?",a web server,a web application firewall (WAF),a webhook (in web development),a RESTful API,C,"The description matches a webhook (in web development): an automated HTTP callback triggered by a specific event, sending data to another application in real time",Web Development,Backend
"Which term matches this description: ""the delay between a user's request and the server's response, affecting how fast a page loads""?",image optimisation (for the web),WordPress,a favicon's typical file format,web page latency,D,"The description matches web page latency: the delay between a user's request and the server's response, affecting how fast a page loads",Web Development,General Web Development
"Fill in the blank: ______ refers to ""a design approach that begins with designing for the smallest screen size before scaling up to larger screens"".",the cascade (in CSS),a CSS selector,mobile-first design,CSS specificity,C,mobile-first design refers to: a design approach that begins with designing for the smallest screen size before scaling up to larger screens,Web Development,CSS
"Which term matches this description: ""a security process requiring two different forms of identification before granting access to an account""?",a favicon,a sitemap,image optimisation (for the web),two-factor authentication (2FA),D,The description matches two-factor authentication (2FA): a security process requiring two different forms of identification before granting access to an account,Web Development,General Web Development
"Fill in the blank: ______ refers to ""to visually represent a website in browser tabs, bookmarks, and history"".",a robots.txt file,cross-browser compatibility,WordPress,a favicon's purpose,D,"a favicon's purpose refers to: to visually represent a website in browser tabs, bookmarks, and history",Web Development,General Web Development
